City_ID,Hotel Name,City,Country,Max Temp,Current Description,Lat,Lng
70,"Sea Lounge! Bar, Club & Restaurant",Itarema,BR,75.92,few clouds,-2.9248,-39.9167
71,"Hotel y restaurante ""El Diamante""",Champerico,GT,83.35,scattered clouds,14.3,-91.9167
72,Hotel Sunrise Choshi,Hasaki,JP,79.09,light rain,35.7333,140.8333
73,奄美ポートタワーホテル,Naze,JP,77.92,light rain,28.3667,129.4833
74,Aipana Plaza Hotel,Boa Vista,BR,80.58,scattered clouds,2.8197,-60.6733
75,Super 8 by Wyndham Beaumont,Beaumont,US,80.58,clear sky,30.0861,-94.1019
76,Shellharbour Resort & Conference Centre,Flinders,AU,70.18,overcast clouds,-34.5833,150.8552
77,Clio,Katastarion,GR,73.58,clear sky,37.8333,20.7667
78,Pin Drop Hotel,Anloga,GH,80.35,light rain,5.7947,0.8973
79,Bal uma sankar hotel and restaurant,Ginda,IN,78.8,clear sky,30.6945,78.4932
80,El rranchito michuacan de ocampos,Coahuayana,MX,78.87,broken clouds,18.7333,-103.6833
81,SC Resort,Phanom Sarakham,TH,92.32,overcast clouds,13.7479,101.3553
82,Whispering Bamboo Cove Resort,Morant Bay,JM,82.02,clear sky,17.8815,-76.4093
83,Batemans Bay Marina Resort,Batemans Bay,AU,70.11,overcast clouds,-35.7167,150.1833
84,Storyboard Beach Resort,Kloulklubed,PW,79.3,light rain,7.0419,134.2556
85,Sulthan Hotel International,Banda Aceh,ID,85.59,overcast clouds,5.5577,95.3222
86,ROOM # 105 DUBAI HOTEL ZHOB,Zhob,PK,85.91,clear sky,31.3411,69.4481
87,Chenango Valley State Park,Broome,US,72.54,broken clouds,42.2506,-75.833
88,Veranda Paul et Virginie Hotel & Spa,Grand Gaube,MU,76.37,few clouds,-20.0064,57.6608
89,Hanks place,Andros Town,BS,78.76,broken clouds,24.7,-77.7667
90,l'hôtel samassa,Ndioum,SN,91.56,few clouds,16.5129,-14.6471
91,Hotel Nusantara Nabire,Nabire,ID,81.41,overcast clouds,-3.3667,135.4833
92,Le Rocher de Tahiti,Tiarei,PF,80.62,few clouds,-17.5333,-149.3333
93,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel",Saint Anthony,US,84.22,clear sky,45.0205,-93.218
94,Nusa Island Retreat,Kavieng,PG,83.32,light rain,-2.5744,150.7967
95,Hôtel Campement,Dabakala,CI,72.86,few clouds,8.3667,-4.4333
96,SEGAYA PROPERTY,Dingle,PH,87.33,overcast clouds,10.9995,122.6711
97,GResort,Catuday,PH,85.1,overcast clouds,16.2923,119.8062
98,Six Acres Bed & Breakfast,Hamilton,US,72.79,clear sky,39.1834,-84.5333
99,Melrose,Sambava,MG,72.95,scattered clouds,-14.2667,50.1667
100,صاحبة الفخامة,Jalu,LY,71.2,clear sky,29.0331,21.5482
101,Hotel Shri Laxmi Palace,Ratangarh,IN,97.14,clear sky,28.0833,74.6
102,LANDU MARINEZA LUFUANDU TONI,Luanda,AO,77.0,broken clouds,-8.8368,13.2343
103,Pereybere Hotel & Spa,Cap Malheureux,MU,76.46,few clouds,-19.9842,57.6142
104,Cristal Plaza Hotel,Alvorada,BR,72.64,overcast clouds,-12.48,-49.1247
105,STARiHOTELS Sheorinarayan,Kharod,IN,99.88,clear sky,21.75,82.5667
106,Maui Seaside Hotel,Kahului,US,80.62,scattered clouds,20.8947,-156.47
107,Wingate By Wyndham Rome,Roma,US,73.89,clear sky,43.2128,-75.4557
108,Pousada Monte Carmelo O Pão,Belmonte,BR,72.1,scattered clouds,-15.8631,-38.8828
109,CCI Express Inn,Morehead,US,71.83,overcast clouds,37.2711,-87.1764
110,Mingshihui Jinchang International Hotel,Jinchang,CN,73.42,clear sky,38.4953,102.1739
111,فندق أوباري,Awbari,LY,78.01,broken clouds,26.5921,12.7805
112,Katsuura Hotel Mikazuki,Katsuura,JP,77.04,overcast clouds,35.1333,140.3
113,Casa de Provincia,Candelaria,PH,87.39,overcast clouds,13.9311,121.4233
114,Hotel Plaza Providencia,Ixtapa,MX,82.22,clear sky,20.7,-105.2
115,ALETHEIA Appartement Sinnamary,Sinnamary,GF,76.57,overcast clouds,5.3833,-52.95
116,Hôtel Le Lagon,Noumea,NC,73.38,broken clouds,-22.2763,166.4572
117,Taloa Heights,Alofi,NU,78.69,clear sky,-19.0595,-169.9187
118,Hengane (Pitashri Niwas),Ahmadpur,IN,86.68,scattered clouds,18.7,76.9333
119,Quality Inn & Suites Conference Center,New Port Richey,US,82.98,overcast clouds,28.2442,-82.7193
120,Sur Plaza Hotel,Sur,OM,86.99,clear sky,22.5667,59.5289
121,Merdan Respect,Artyom,AZ,73.54,clear sky,40.4723,50.333
122,quinta antigua,Lazaro Cardenas,MX,81.32,overcast clouds,17.9583,-102.2
123,HS Hotsson Smart Acapulco,Acapulco,MX,83.16,overcast clouds,16.8634,-99.8901
124,Valley Breeze Guest House,Grenville,GD,80.65,scattered clouds,12.1167,-61.6167
125,Pousada Porto Praia,Arraial Do Cabo,BR,71.78,few clouds,-22.9661,-42.0278
126,Bora-Bora Pearl Beach Resort & Spa,Faanui,PF,81.28,scattered clouds,-16.4833,-151.75
127,Delong Hotel,Shache,CN,87.35,overcast clouds,38.4167,77.2406
128,castelo pizzaria,Acarau,BR,76.44,clear sky,-2.8856,-40.12
129,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel",Laguna,US,79.18,clear sky,38.421,-121.4238
130,Cj's Travellers Inn,Gigmoto,PH,85.91,overcast clouds,13.7796,124.39
131,Thank Inn Chain Hotel hunan chenzhou beihu district wuling square,Chenzhou,CN,89.92,broken clouds,25.8,113.0333
132,INN NEW HORIZON,Touros,BR,74.3,scattered clouds,-5.1989,-35.4608
133,"Makkah Clock Royal Tower, A Fairmont Hotel",Mecca,SA,86.52,clear sky,21.4267,39.8261
134,Koralj Sunny Hotel by Valamar,Krk,HR,70.79,overcast clouds,45.0258,14.5731
135,Pousada dos Navegantes,Caravelas,BR,71.92,scattered clouds,-17.7125,-39.2481
136,Hotel Olako,Omboue,GA,75.15,overcast clouds,-1.5746,9.2618
137,La Quinta Inn & Suites by Wyndham Seguin,Seguin,US,81.66,clear sky,29.5688,-97.9647
138,Hotel 15 Letras,Caraballeda,VE,78.87,overcast clouds,10.6112,-66.8522
139,Resorts Resource Group International,Mayo,US,80.56,clear sky,38.8876,-76.5119
140,Hotel Ambulu Jember,Ambulu,ID,85.59,clear sky,-8.345,113.6058
141,Linwood Motel,Paragould,US,73.74,overcast clouds,36.0584,-90.4973
142,Massagus Hotel,Kutoarjo,ID,92.89,broken clouds,-7.7169,109.9128
143,فندق يوغسلافيا,Wad Madani,SD,86.52,overcast clouds,14.4012,33.5199
144,Motel Senabi,Senneterre,CA,73.62,overcast clouds,48.3835,-77.2328
145,Kirari Guest House,Gushikawa,JP,85.59,moderate rain,26.3544,127.8686
146,Hotel Vitasoa,Antalaha,MG,73.35,scattered clouds,-14.9003,50.2788
147,Best Western Plus Abbey Inn,Saint George,US,90.19,clear sky,37.1041,-113.5841
148,Hôtel & Restaurant DIANA Ambilobe,Ambilobe,MG,70.43,broken clouds,-13.2,49.05
149,Khanye Sabz Hotel,Mashhad,IR,80.74,clear sky,36.297,59.6062
150,Changyu Hotel,Simao,CN,77.0,broken clouds,22.7886,100.9748
151,Mini Hotel Central,Victoria,HK,89.65,broken clouds,22.2855,114.1577
152,Samyang Beach Villa,Kijang,KR,78.53,clear sky,35.2442,129.2139
153,Foreshore Motor Inn,Whyalla,AU,73.29,few clouds,-33.0333,137.5833
154,Pousada Porto De Canoas,Sao Joao Da Barra,BR,72.27,overcast clouds,-21.6403,-41.0511
155,فندق راحة السلام,Buraydah,SA,88.25,scattered clouds,26.326,43.975
156,Oumou Elghoura,Atar,MR,88.18,clear sky,20.5169,-13.0499
157,Highland Inn,Ascension,US,75.97,clear sky,30.2169,-90.9001
158,Guest House Motel,Jasper,US,70.02,clear sky,37.2001,-94.3502
159,Copper Manor Motel,Silver City,US,74.03,clear sky,32.7701,-108.2803
160,HAMDAN PLAZA HOTEL SALALAH,Salalah,OM,84.29,broken clouds,17.0151,54.0924
161,"Motel 6 Sinton, TX",San Patricio,US,82.89,clear sky,28.017,-97.5169
162,Forestry Guesthouse,Teknaf,BD,84.72,overcast clouds,20.8624,92.3058
163,Laoyutang Resort,Hami,CN,78.13,clear sky,42.8,93.45
164,Grand Vilia Hotel,Tual,ID,81.39,overcast clouds,-5.6667,132.75
165,Daru Lodge,Daru,PG,78.37,overcast clouds,-9.0763,143.2092
166,Hotel Mayumir,Curumani,CO,77.11,overcast clouds,9.1999,-73.5427
167,Companionship Hotel,Genhe,CN,79.65,few clouds,50.7833,121.5167
168,Kimbe Bay Hotel,Kimbe,PG,83.7,light rain,-5.5502,150.1429
169,Dostyk,Atasu,KZ,71.04,overcast clouds,48.6814,71.6433
170,Grage Hotel Bengkulu,Bengkulu,ID,83.35,broken clouds,-3.8004,102.2655
171,Atlantis Hotel,Bathsheba,BB,81.21,scattered clouds,13.2167,-59.5167
172,Hotel Rainha do Vale,Buritis,BR,71.29,overcast clouds,-15.6178,-46.4233
173,Gostinitsa,Cherskiy,RU,71.29,overcast clouds,68.75,161.3
174,Trou aux Biches Beachcomber Golf Resort & Spa,Grand Baie,MU,76.44,few clouds,-20.0182,57.5802
175,Bukhari hotl,Bhag,PK,100.0,clear sky,29.0415,67.8239
176,Abaco Beach Resort,Marsh Harbour,BS,78.55,overcast clouds,26.5412,-77.0636
177,AXIM BEACH RESORT AND SPA,Axim,GH,78.3,light rain,4.8699,-2.2405
178,Kwetu Guest House,Rumonge,BI,71.47,broken clouds,-3.9736,29.4386
179,Islander Beach Resort,Edgewater,US,81.09,overcast clouds,28.9889,-80.9023
180,"Hotel ""Phoenix""",Berezovyy,RU,71.01,broken clouds,51.6667,135.7
181,Rio Tancuilin,Xilitla,MX,77.16,overcast clouds,21.3333,-98.9667
182,二鹿行館 Lu Kang Bed and Breakbast,Lukang,TW,86.41,overcast clouds,24.0567,120.4352
183,Raybow International Hotel,Takoradi,GH,78.67,light rain,4.8845,-1.7554
184,Ujamaa Beach Resort,Sokoni,TZ,76.86,broken clouds,-6.4333,39.55
185,Case de Passage De la Prefecture,Arlit,NE,89.47,overcast clouds,18.7369,7.3853
186,"Casa Dora, Bubaque",Bubaque,GW,79.21,overcast clouds,11.2833,-15.8333
187,محمد هادي ال فطيح,Najran,SA,79.45,scattered clouds,17.4924,44.1277
188,Joys Palace,Thrissur,IN,85.98,scattered clouds,10.5167,76.2167
189,Rumah mbah Jamah,Japura,ID,91.42,scattered clouds,-0.3167,102.35
190,Hotel Citra,Sabang,ID,83.43,overcast clouds,5.8933,95.3214
191,OYO 3114 Homestay Dalimo,Payakumbuh,ID,87.58,clear sky,-0.2202,100.6308
192,Hampton Inn & Suites Scottsbluff-Conference Center,Scottsbluff,US,74.52,clear sky,41.8666,-103.6672
193,Hotel Nemuro Kaiyoutei,Nemuro,JP,70.23,scattered clouds,43.3236,145.575
194,Hotel Maria,San-Pedro,CI,77.95,broken clouds,4.7485,-6.6363
195,Tanna Lodge,Isangel,VU,75.31,broken clouds,-19.55,169.2667
196,Blackwater Motor Inn,Blackwater,AU,73.33,clear sky,-23.5833,148.8833
197,ChaamGoun Inn,Mahur,IN,79.86,overcast clouds,25.1667,93.1167
198,Sherwood Motel,Havelock,US,77.95,clear sky,34.8791,-76.9013
199,Backpackers Inn on the Beach,Byron Bay,AU,70.05,few clouds,-28.65,153.6167
200,Best Western Plus Campus Inn,River Falls,US,82.49,scattered clouds,44.8614,-92.6238
201,Hotels in Lakshadweep Islands,Kavaratti,IN,82.62,overcast clouds,10.5669,72.642
202,"""Plantation Bed and Breakfast",Saint-Joseph,RE,70.16,light rain,-21.3667,55.6167
203,"Motel 6 Cincinnati, OH - Central - Norwood",Amberley,US,72.61,clear sky,39.2048,-84.428
204,Hotel Summery,Lixourion,GR,73.63,clear sky,38.2019,20.4314
205,Latitude20 Roebourne Village,Roebourne,AU,80.46,broken clouds,-20.7833,117.1333
206,Sangho Privilege Tataouine,Tatawin,TN,74.28,overcast clouds,32.9297,10.4518
207,Peace and Love Beach Club,Caramay,PH,84.61,overcast clouds,10.1815,119.236
208,Ramah Kost KITA,Pemangkat,ID,86.2,scattered clouds,1.1667,108.9667
209,Pension Oaoa,Tautira,PF,80.62,clear sky,-17.7333,-149.15
210,Imagination Island,Gizo,SB,84.92,broken clouds,-8.103,156.8419
211,Xianhua Sandalwood Celebrity Hotel,Puyang,CN,87.15,overcast clouds,29.4603,119.8861
212,Crystal Beach and Camping Resort Ormara,Ormara,PK,84.78,overcast clouds,25.2088,64.6357
213,Lorengau Harbourside Hotel,Lorengau,PG,83.5,scattered clouds,-2.0226,147.2712
214,Hotel Dawei,Dawei,MM,76.75,overcast clouds,14.0833,98.2
215,Hotel Edi,Ciudad Bolivar,VE,76.51,few clouds,8.1222,-63.5497
216,Hotel Xaguate,Sao Filipe,CV,73.24,clear sky,14.8961,-24.4956
217,LT Aparthotel,Praia,CV,77.54,clear sky,14.9215,-23.5087
218,Marriott's Ko Olina Beach Club,Makakilo City,US,80.92,light rain,21.3469,-158.0858
219,Grand Kecubung Hotel,Pangkalanbuun,ID,91.65,scattered clouds,-2.6833,111.6167
220,Seagulls Inn Namatani,Namatanai,PG,83.75,light rain,-3.6667,152.4333
221,Fengshui Residence,Port-Gentil,GA,77.99,light rain,-0.7193,8.7815
222,Redface Studios Meublés,Dakar,SN,74.28,scattered clouds,14.6937,-17.4441
223,Ted McQuinn Trust,Bud,US,72.86,overcast clouds,39.447,-86.1758
224,Rendez-vous Des ChasseursD,Lekoni,GA,73.2,broken clouds,-1.5843,14.2591
225,Hotel Panorama,Itupiranga,BR,73.72,broken clouds,-5.1347,-49.3267
226,"InterContinental Riyadh, an IHG Hotel",Riyadh,SA,95.14,clear sky,24.6877,46.7219
227,Pousada Guará's,Tutoia,BR,78.37,few clouds,-2.7619,-42.2744
228,صالون زيرو,Hit,IQ,83.37,clear sky,33.6416,42.8251
229,Nuli Sapi,Samarai,PG,77.02,overcast clouds,-10.6167,150.6667
230,ibis Styles Karratha,Karratha,AU,82.27,scattered clouds,-20.7377,116.8463
231,"Terem""",Mikhaylovskoye,RU,74.77,clear sky,51.8239,79.7172
232,Paradise Hotel,Wanning,CN,89.47,scattered clouds,18.8003,110.3967
233,OlusHome,Gat,IL,71.4,clear sky,31.61,34.7642
234,Wedgewood Motel,Palmer,US,75.61,clear sky,42.1584,-72.3287
235,G.lingaraju home,Narasannapeta,IN,93.43,broken clouds,18.4167,84.05
236,Hotel Chik Chik Namibe,Namibe,AO,75.06,clear sky,-15.1961,12.1522
237,Mantra Trilogy Cairns,Cairns,AU,82.11,overcast clouds,-16.9167,145.7667
238,Poutur Pousada,Maceio,BR,72.84,clear sky,-9.6658,-35.7353
239,Hotel Kununurra,Kununurra,AU,87.78,clear sky,-15.7667,128.7333
240,Moosonee Lilypad,Moose Factory,CA,78.8,scattered clouds,51.2585,-80.6094
241,Posada Lilia,Celestun,MX,85.64,overcast clouds,20.8667,-90.4
242,Nanyang Seascape Hotel Zhuhai Hotel,Zhuhai,CN,89.78,few clouds,22.2769,113.5678
243,Kost Putri RABBANI,Majene,ID,86.09,overcast clouds,-3.5403,118.9707
244,Cape Racha Hotel & Serviced Apartments,Si Racha,TH,92.32,overcast clouds,13.1737,100.9311
245,computertik,Ravar,IR,95.67,clear sky,31.2656,56.8055
246,Lords Inn Porbandar,Porbandar,IN,87.21,few clouds,21.6422,69.6093
247,Jinjiang Inn Zhoushan Putuo Shenjiamen,Shenjiamen,CN,72.93,broken clouds,29.9576,122.298
248,Manbej City Hotel,Manbij,SY,75.97,clear sky,36.5281,37.9549
249,Jinghao Business Hotel,Haimen,CN,84.09,overcast clouds,23.1935,116.6142
250,Bungalow 63,Hambantota,LK,85.37,overcast clouds,6.1241,81.1185
251,Aryaduta Hotel,Manado,ID,84.97,scattered clouds,1.487,124.8455
252,Hampton Inn Amelia Island at Fernandina Beach,Fernandina Beach,US,80.96,broken clouds,30.6697,-81.4626
253,محطة التلفاز,Abu Kamal,SY,77.38,clear sky,34.4506,40.9171
254,पीपी वाले हनुमान जी,Mandal,IN,92.66,clear sky,25.45,74.5667
255,Parkir Mobil Wisata CAS Water Park,Karaton,ID,86.16,broken clouds,-6.3424,106.1045
256,Agan-Hotel,Kismayo,SO,76.98,light rain,-0.3582,42.5454
257,HOTEL BOURAQ INDAH PERMAI,Barabai,ID,91.08,broken clouds,-2.5833,115.3833
258,Playa Linda Hotel,Progreso,MX,84.31,overcast clouds,21.2833,-89.6667
259,POUSADA O RECANTO,Pombas,CV,71.38,few clouds,17.1503,-25.0201
260,The Palms Hotel,Beruwala,LK,82.94,overcast clouds,6.4788,79.9828
261,Medhufushi Island Resort,Muli,MV,83.1,scattered clouds,2.9167,73.5667
262,مقبرة ال مجمل,Faya,SA,70.32,clear sky,18.3851,42.4509
263,hotel temple city,Melur,IN,87.62,broken clouds,10.05,78.3333
264,Hotel GSA,Santa Isabel Do Rio Negro,BR,77.97,overcast clouds,-0.4139,-65.0192
265,Aston Pontianak Hotel & Convention Center,Pontianak,ID,89.58,few clouds,-0.0333,109.3333
266,Hotel Carioca,Placido De Castro,BR,74.23,few clouds,-10.3353,-67.1856
267,The Westport Inn,Westport,US,80.74,clear sky,41.1415,-73.3579
268,Karina Guest House,Bikaner,IN,96.76,clear sky,28.0167,73.3
269,Harmony Inn,Goderich,CA,75.52,broken clouds,43.7501,-81.7165
270,"Welcomhotel By ITC Hotels, Bay Island, Port Blair",Port Blair,IN,82.44,broken clouds,11.6667,92.75
271,Hotel Durval,Manicore,BR,72.63,overcast clouds,-5.8092,-61.3003
272,Hotel Juba,Mogadishu,SO,79.54,broken clouds,2.0371,45.3438
273,KOSAN UNGU UNSIK,Kawalu,ID,85.14,broken clouds,-7.3817,108.2082
274,Гостиница Сарканд,Sarkand,KZ,71.69,broken clouds,45.41,79.9186
275,Maqna Hotel by Prasanthi,Gorontalo,ID,87.91,scattered clouds,0.5412,123.0595
276,Aldea del Bazar Hotel and Spa,Puerto Escondido,MX,83.32,overcast clouds,15.85,-97.0667
277,Dali Travelling With Hostel,Dali,CN,75.67,broken clouds,25.7,100.1833
278,Mini-hotel Tranzit,Volchanets,RU,70.92,scattered clouds,42.9131,132.7469
279,Nuba Nile,Aswan,EG,80.29,clear sky,24.0934,32.907
280,Dil Aram Bangla,Kharan,PK,91.18,clear sky,28.5833,65.4167
281,Tateyama Seaside Hotel,Tateyama,JP,75.22,overcast clouds,34.9833,139.8667
282,"Island Sun Inn & Suites - Venice, Florida Historic Downtown & Beach Getaway",South Venice,US,82.42,haze,27.0531,-82.4243
283,مهمان سرای شرکت گاز,Sarakhs,IR,86.14,clear sky,36.5449,61.1577
284,Orient Star Dahabyia Isna 05 Nights Each Sunday,Esna,EG,77.02,clear sky,25.2934,32.554
285,HOTEL IMAN فندق إيمان,Nouakchott,MR,76.93,clear sky,18.0858,-15.9785
286,Hotel Fellip,Carauari,BR,73.31,overcast clouds,-4.8828,-66.8958
287,Hotel Cuibas,Guasdualito,VE,70.45,overcast clouds,7.2424,-70.7324
288,Majestic Oasis Apartments,Port Augusta,AU,73.54,clear sky,-32.5,137.7667
289,"Mondkor Town, Bagbo Chiefdom, Bo District",Mattru,SL,75.0,light rain,7.6244,-11.8332
290,Waterfall Hostel,Los Algarrobos,PA,79.45,broken clouds,8.5,-82.4333
291,Best Western Merrimack Valley,Haverhill,US,79.05,clear sky,42.7762,-71.0773
292,residency of N.B vadhel,Kodinar,IN,87.69,few clouds,20.7903,70.7031
293,Grand Dafam Bela Ternate,Ternate,ID,83.97,broken clouds,0.8,127.4
294,Hôtel Raiatea Lodge,Tevaitoa,PF,81.05,light rain,-16.7833,-151.5
295,Posada Villa Nela,Upata,VE,70.21,broken clouds,8.0086,-62.3989
296,East Arnhem Real Estate,Nhulunbuy,AU,81.21,broken clouds,-12.2333,136.7667
297,Wenhua Hotel,Nianzishan,CN,78.4,clear sky,47.5167,122.8833
298,Barrio El Carmen,Becerril,CO,77.56,overcast clouds,9.7041,-73.2793
299,GreenTree Inn Yantai Laizhou South Road Unicom Building Express Hotel,Laizhou,CN,82.13,overcast clouds,37.1717,119.9214
300,International Lodge Motel,Mackay,AU,76.05,overcast clouds,-21.15,149.2
301,Gezhouba Hotel,Yichang,CN,92.62,overcast clouds,30.7144,111.2847
302,Lamana Hotel,Port Moresby,PG,85.42,haze,-9.4431,147.1797
303,Hôtel Alheri Maison Alheri,Dogondoutchi,NE,86.43,overcast clouds,13.6393,4.0287
304,Maay Assa Hotel,Adwa,ET,71.56,clear sky,14.1646,38.8955
305,Expeditions Ténére voyages,Bilma,NE,84.9,overcast clouds,18.6853,12.9164
306,Dibbo areaمنطقة دبو,Kutum,SD,73.6,few clouds,14.2,24.6667
307,Osprey Beach Hotel,Cockburn Town,TC,79.74,clear sky,21.4612,-71.1419
308,Pourvoirie Club Fontbrune Ltee,Ferme-Neuve,CA,71.38,overcast clouds,46.7001,-75.4493
309,Hua Ling Grand Hotel Urumqi,Urumqi,CN,70.75,clear sky,43.801,87.6005
310,Birjand Tourist Hotel,Birjand,IR,91.87,clear sky,32.8663,59.2211
311,"Holiday Inn Express & Suites Brainerd-Baxter, an IHG Hotel",Brainerd,US,80.38,overcast clouds,46.358,-94.2008
